model,forecast_date,last_close,mu_return,sigma_return,return_mean_sim,return_median_sim,loss_mean_sim,predicted_close_mu,predicted_close_median_sim,return_q025,return_q975,price_q025,price_q975,VaR_95,CVaR_95,price_at_VaR_95,VaR_99,CVaR_99,price_at_VaR_99,p_high_state
MS_GARCH,2026-06-08 00:00:00+00:00,63332.01,-0.001263114778371134,0.03404237983415904,-0.0013320000737607103,-0.0011012646921945359,0.0013320000737607103,63252.06490277103,63262.30308342925,-0.0642767641782801,0.06009714937254595,59389.30290394037,67254.77622612224,0.04891937017816011,0.07518149941416542,60308.40728797981,0.08876588315840506,0.1257181038340576,57952.57509983106,0.3078403206525974
SV,2026-06-08 00:00:00+00:00,63332.01,-0.001263114778371134,0.0324791013478047,-0.0008757511404615274,-0.00015990056371362573,0.0008757511404615274,63252.06490277103,63321.883985499175,-0.06253173633320358,0.0630179963205619,59493.02936766952,67451.50430043659,0.04408942941874686,0.09359776779367643,60600.397903525496,0.09782068830955237,0.21668225483377496,57430.19442106452,
