open_time,actual_return,actual_loss,MS_GARCH_mu,MS_GARCH_sigma,MS_GARCH_p_high,MS_GARCH_VaR_95,MS_GARCH_CVaR_95,MS_GARCH_VaR_99,MS_GARCH_CVaR_99,SV_mu,SV_sigma,SV_VaR_95,SV_CVaR_95,SV_VaR_99,SV_CVaR_99,close_actual,close_prev,close_pred_ms,close_pred_ms_lo95,close_pred_ms_hi95,close_pred_sv,close_pred_sv_lo95,close_pred_sv_hi95
2024-01-01 00:00:00+00:00,0.04386318131378095,-0.04386318131378095,0.0008726680964358352,0.029970601037935272,0.6744322984524453,0.03482610040117722,0.05830868825190343,0.06829080775316002,0.10571915404483588,0.0008726680964358352,0.016083321681862592,0.022486255208173513,0.037251265659064434,0.04914042041059215,0.06637710711049218,44179.55,42283.58,42320.49563647544,40836.35467502374,43782.09445589699,42320.49563647544,41343.390910359616,43245.14990782716
2024-01-02 00:00:00+00:00,0.01722000317113513,-0.01722000317113513,-0.0009719998062009915,0.031289798535685115,0.43145652470653356,0.042867823700333645,0.06607866110655213,0.07737707966241994,0.11112118300954098,-0.0009719998062009915,0.019895622924388554,0.028310334432994397,0.044961631702644216,0.05147136419898405,0.07764771230189413,44946.91,44179.55,44136.62834925936,42325.688236177026,46114.610760994336,44136.62834925936,42946.35067088848,45448.16050052806
2024-01-03 00:00:00+00:00,-0.04788769521256018,0.04788769521256018,0.0021336642659156224,0.031075597842453232,0.38579907806996305,0.04040036561630813,0.0642353042274425,0.07337041415327598,0.11370466307217711,0.0021336642659156224,0.020992694142984093,0.027690829671202268,0.04942365799183776,0.0635278080937456,0.09907051315205996,42845.23,44946.91,45042.91399946014,43167.2303156042,46799.9615397568,45042.91399946014,43719.36704947737,46208.919636503524
2024-01-04 00:00:00+00:00,0.03002352150755492,-0.03002352150755492,0.004292844991708836,0.03244628905210685,0.19468078340583142,0.043325524936478725,0.06962962996446469,0.07916805910385603,0.12285305782930933,0.004292844991708836,0.025684138946714306,0.033109401028159686,0.05043089491979953,0.060350483004663946,0.07698243739613093,44151.1,42845.23,43029.553283599555,41028.57582843842,44742.32158164505,43029.553283599555,41449.87721221944,44287.55540949422
2024-01-05 00:00:00+00:00,-0.0001356796630157846,0.0001356796630157846,-0.002653363449318019,0.032333812236359206,0.13592005707772714,0.05052491612158755,0.07728384204551407,0.0914123396421204,0.1278590907674857,-0.002653363449318019,0.027641307004943483,0.043600335961231695,0.06615760331064281,0.08056682875752769,0.09715070907335004,44145.11,44151.1,44034.10636696721,41975.78589339005,46439.14556265545,44034.10636696721,42267.45928000319,46118.6847853007
2024-01-06 00:00:00+00:00,-0.004012787545087865,0.004012787545087865,0.0020806162634086725,0.03205463394573857,0.2181031697395659,0.0449161438087511,0.06905967213401902,0.08022668782382274,0.11325345702057525,0.0020806162634086725,0.02526959023861072,0.03724021859945206,0.06204899324564485,0.07486958389789954,0.10794373147193037,43968.32,44145.11,44237.05465141574,42206.15309410119,46173.14287248952,44237.05465141574,42531.37094576336,45820.07806419471
2024-01-07 00:00:00+00:00,-0.000894225072540774,0.000894225072540774,0.0013992342457756369,0.03178631205664357,0.30869401835247223,0.04293516777223381,0.06620018635415202,0.07730964132772346,0.11062937064646537,0.0013992342457756369,0.023526055560315572,0.03643574603824075,0.05662920300251122,0.06540133378329131,0.09581326202445709,43929.02,43968.32,44029.88504098544,42120.48520648368,45897.21970545622,44029.88504098544,42395.13557092957,45599.88162764617
2024-01-08 00:00:00+00:00,0.06653020711240704,-0.06653020711240704,0.0008042914069772678,0.0315271107724382,0.4414669565386034,0.04087526121598934,0.06440164924861574,0.07518312877899981,0.11133477502313462,0.0008042914069772678,0.021732931515939354,0.030570736609685636,0.04333145593613485,0.04855025944278732,0.06595173842219731,46951.04,43929.02,43964.3659456177,42169.61290423435,45761.833350066816,43964.3659456177,42606.39728079792,45292.70065812661
2024-01-09 00:00:00+00:00,-0.018075510415030107,0.018075510415030107,-0.002342865856387822,0.034316800122634855,0.24242112522662074,0.05063924769956659,0.07614971661717133,0.08707361194904122,0.12476430982322104,-0.002342865856387822,0.027049205317260742,0.039713038627361315,0.06220695334901287,0.07823668421228061,0.09742369342640136,46110.0,46951.04,46841.16876849766,44632.670305853884,49389.833545148154,46841.16876849766,45123.0100924413,48853.12731942203
2024-01-10 00:00:00+00:00,0.01172860796383382,-0.01172860796383382,0.004873303872635316,0.033946487653705074,0.25167440141833186,0.043114055754266176,0.07200062000100121,0.08077742159378848,0.1339427791531744,0.004873303872635316,0.026899339599290126,0.035894148034397035,0.061785703701677436,0.07521074532742243,0.10998711881148648,46653.99,46110.0,46335.25646737176,44164.25672110781,48141.46682975509,46335.25646737176,44484.27243097573,47795.14160423832
2024-01-11 00:00:00+00:00,-0.006771062230729273,0.006771062230729273,-0.0001011666817771859,0.033663747423137914,0.3416759480161368,0.04616184602990842,0.07243091236287395,0.08318007583916948,0.12198370056916538,-0.0001011666817771859,0.025350539636734608,0.03540233383538848,0.05567270924507166,0.06294528564384491,0.09426190923660711,46339.16,46653.99,46649.27040937672,44549.30744158456,48858.10594865402,46649.27040937672,45031.224203732614,48335.234526883745
2024-01-12 00:00:00+00:00,-0.0798528754667809,0.0798528754667809,0.001633481706932467,0.033373454679128695,0.4453382731462293,0.04220250210194884,0.06938071573420464,0.08077603619132359,0.1246808592016141,0.001633481706932467,0.02386659856527657,0.03446177593982863,0.06406874117339825,0.05687182291539027,0.14283465709001725,42782.73,46339.16,46414.91602637151,44424.223271607516,48336.64139442587,46414.91602637151,44769.43338367677,47963.92509824631
2024-01-13 00:00:00+00:00,0.0015242196406752171,-0.0015242196406752171,0.00465120193480365,0.0375979574826432,0.27495531436565274,0.04991020312394171,0.07782072903923093,0.09331742960935037,0.12977034975424423,0.00465120193480365,0.02972945631678351,0.036932274612779314,0.06958742381365633,0.0880138438448917,0.1429109700573002,42847.99,42782.73,42982.184608805415,40699.84619142721,44972.2089278666,42982.184608805415,41231.4882300314,44392.33374360076
2024-01-14 00:00:00+00:00,-0.02638212870563945,0.02638212870563945,-0.0027362216000997907,0.03734284454687137,0.384454936543886,0.052544833274346524,0.08019958834875532,0.09200413235676207,0.1360673763971406,-0.0027362216000997907,0.027517020493865525,0.040475195321561554,0.06696643327210414,0.09443331754669455,0.11548498867756196,41732.35,42847.99,42730.90865753834,40654.67773687629,45159.63104965852,42730.90865753834,41148.338136530525,44617.84679975171
2024-01-15 00:00:00+00:00,0.01848861088034885,-0.01848861088034885,0.001989811183805832,0.036760278373225076,0.3289962860303659,0.048517138475131096,0.07606379673273685,0.09011528590695249,0.1303698518996777,0.001989811183805832,0.02880467322849362,0.04260823311599688,0.0700468350632254,0.07690079382434381,0.13207921343956197,42511.1,41732.35,41815.47216804049,39755.94815181241,43807.005429025434,41815.47216804049,39991.55769863265,43548.917240151575
2024-01-16 00:00:00+00:00,0.014637901828299413,-0.014637901828299413,-0.0009488413445987072,0.03627307895724653,0.33980849172976063,0.0510500515548826,0.07969207355038237,0.09010505695438485,0.1371920792968461,-0.0009488413445987072,0.028593361856628304,0.04340354590680495,0.06155305657087503,0.06560359798396935,0.10211307269432095,43137.95,42511.1,42470.78284103408,40395.36968920881,44737.6428812031,42470.78284103408,40705.43706689366,44396.86079872159
2024-01-17 00:00:00+00:00,-0.008423584725432613,0.008423584725432613,0.0010027189349690645,0.035810123909187135,0.35771766931709587,0.04766713565728347,0.07452755228359752,0.08842502779688446,0.12811359491009536,0.0010027189349690645,0.02830390448896353,0.035542953961944096,0.05548036004416694,0.06231179376973798,0.10184903753963159,42776.1,43137.95,43181.22693295476,41129.92605774546,45244.008646887996,43181.22693295476,41631.62797130688,44698.77400626868
2024-01-18 00:00:00+00:00,-0.03445139745815894,0.03445139745815894,0.0021830892928648813,0.03543355476545669,0.43901998165381634,0.045073369229606926,0.07245550673903406,0.08593243245313813,0.12451511745975719,0.0021830892928648813,0.02715164141086958,0.037244241341540744,0.0643863254081925,0.07481170890764481,0.12411582575005312,41327.5,42776.1,42869.58605297256,40890.84364288351,44748.27536429296,42869.58605297256,41212.2397712409,44399.30324987781
2024-01-19 00:00:00+00:00,0.007990013891329613,-0.007990013891329613,0.0023260134861104818,0.03535789290675988,0.27897770579304537,0.046914798377185596,0.07455548225730323,0.08756397209947828,0.12944724266387897,0.0023260134861104818,0.02988941239914495,0.042285508869127963,0.07013191462359653,0.08115211581535035,0.12389203693988968,41659.03,41327.5,41423.74020696588,39433.40657102329,43312.57187161344,41423.74020696588,39616.37841438487,43112.52882292319
2024-01-20 00:00:00+00:00,0.0008880084302503328,-0.0008880084302503328,-0.0010357577329667643,0.035032348769458176,0.38412880416682904,0.04940837376069038,0.07794274919154213,0.08945918504466753,0.13648177358557695,-0.0010357577329667643,0.028151512404001714,0.03797143472359483,0.06271781334534339,0.074001298455003,0.11120028011336583,41696.04,41659.03,41615.903675597074,39650.746616323675,43769.03157294971,41615.903675597074,40106.832932380225,43271.29951813686
2024-01-21 00:00:00+00:00,-0.002778941360300473,0.002778941360300473,0.0011564715207450604,0.03470344500997427,0.5199892377605789,0.04464530205535199,0.07166919566687191,0.08408318333795932,0.12753769998495407,0.0011564715207450604,0.02645406957268081,0.036181323861957895,0.0609643622911598,0.07625192646661166,0.0985783829195018,41580.33,41696.04,41744.288176231355,39875.450474656216,43599.75200246534,41744.288176231355,40214.387773455506,43232.28197518847
2024-01-22 00:00:00+00:00,-0.049606002668420156,0.049606002668420156,0.0012654483953700954,0.03429623354726004,0.6449043165086019,0.0390822822633001,0.06751264969611322,0.07665036149597776,0.12715733321679756,0.0012654483953700954,0.024784644337358892,0.03173357343403021,0.0599314398164176,0.07388065226672917,0.10940405354092904,39568.02,41580.33,41632.9810684564,39986.62153895216,43237.557372150186,41632.9810684564,40281.55393658424,42920.98178810993
2024-01-23 00:00:00+00:00,0.008294955472882228,-0.008294955472882228,0.003283344286470741,0.03547137287474647,0.4146757718867536,0.044154425794570934,0.07036959139216475,0.08089426570362188,0.12044494971814715,0.003283344286470741,0.028974566698072423,0.04021552450716997,0.07726217689411183,0.09352740535144911,0.13173415061863794,39897.6,39568.02,39698.14894455433,37858.926482128736,41354.26839055917,39698.14894455433,38008.3431319234,41191.6983933304
2024-01-24 00:00:00+00:00,0.004683034141144241,-0.004683034141144241,-0.0016801208956292184,0.03511387964455796,0.5360430048092614,0.04632715263619595,0.073065438527363,0.08493540905275186,0.12804931947804488,-0.0016801208956292184,0.027062162949043334,0.038675914372317786,0.059346634099346936,0.0660575441315673,0.0982530024114325,40084.88,39897.6,39830.62348862782,38091.418444077215,41789.42530315538,39830.62348862782,38383.98277484282,41470.90454623929
2024-01-25 00:00:00+00:00,-0.003092975166303934,0.003092975166303934,0.0009082970486748814,0.03468408471261879,0.6432705301222577,0.04144973189504805,0.07035112866192686,0.08293288223629264,0.12567275461800617,0.0009082970486748814,0.025433410692532667,0.037791683594190675,0.06112006085088183,0.07290121427423055,0.10040557686305937,39961.09,40084.88,40121.30551829159,38457.33611406286,41781.30278833419,40121.30551829159,38598.27252603204,41628.743968547264
2024-01-26 00:00:00+00:00,0.04555239092628425,-0.04555239092628425,0.0014795487461168751,0.034192596869938766,0.7495050604363197,0.03797716032606994,0.06631547122993968,0.07536277353929487,0.12741320856884364,0.0014795487461168751,0.023786651604111853,0.03158127448256453,0.04812335267314562,0.05898966791784988,0.07515547210371012,41823.51,39961.09,40020.258140883714,38471.93715158352,41507.88424550052,40020.258140883714,38718.78784270378,41243.25173803238
2024-01-27 00:00:00+00:00,0.00707902280697713,-0.00707902280697713,-0.0013646727096281658,0.035025823192019453,0.5455527098251506,0.046491058711544145,0.0736791424668374,0.08753078611139947,0.12577334628972348,-0.0013646727096281658,0.027378127368215592,0.040326604801883985,0.06481355963053113,0.0746992286330528,0.1074109098050979,42120.63,41823.51,41766.47352419487,39923.597411448536,43813.83698199741,41766.47352419487,40170.46470687541,43544.57936904856
2024-01-28 00:00:00+00:00,-0.002128775638974226,0.002128775638974226,0.002661985840697357,0.034583795182327945,0.634149471022721,0.03960176086430073,0.0709394893393518,0.07670924719404097,0.14509414427438488,0.002661985840697357,0.026075894589527096,0.03631090273397898,0.055304346332697235,0.05739683147054576,0.09312540974434422,42031.06,42120.63,42232.90389011483,40485.17604602455,43822.15034905628,42232.90389011483,40618.62647955903,43678.174900614235
2024-01-29 00:00:00+00:00,0.029806119942710457,-0.029806119942710457,0.0016170014755387022,0.03410115704943389,0.738460940197476,0.03808562756619821,0.06736963938474216,0.07834656974075618,0.12935674642094647,0.0016170014755387022,0.024579270891646077,0.03524974689261004,0.059271342219005645,0.06996763549579653,0.1041487199532229,43302.7,42031.06,42099.07926484347,40460.38070911327,43662.71334480275,42099.07926484347,40575.28437034168,43539.06650657748
2024-01-30 00:00:00+00:00,-0.008385579459892248,0.008385579459892248,-0.0006251072421962485,0.034015456631429346,0.6135867144894555,0.04216060116043533,0.07042228837872191,0.08103837146863493,0.1280943530822365,-0.0006251072421962485,0.02662683466150541,0.043127962437920934,0.06711442410558977,0.08046013582307651,0.0995565730970904,42941.1,43302.7,43275.63962732199,41514.982557400865,45167.400099406324,43275.63962732199,41474.841989185275,45211.114433635346
2024-01-31 00:00:00+00:00,-0.008444749797383772,0.008444749797383772,0.002700226880170943,0.033559231064266,0.7008508765682856,0.036153371925420924,0.06299454732052105,0.0750111626723253,0.11767336382215164,0.002700226880170943,0.025503122107117256,0.030391958133700714,0.054337743524713315,0.07059579007053143,0.10383546762216138,42580.0,42941.1,43057.207400098385,41416.36271205269,44521.970266437485,43057.207400098385,41655.668222462504,44266.198284527105
2024-02-01 00:00:00+00:00,0.011742435619609937,-0.011742435619609937,0.0011581390376961573,0.03310178563235559,0.7442972757953544,0.03751781399748785,0.06612702287161114,0.07732195999500165,0.12829385255693002,0.0011581390376961573,0.024771274035799897,0.035775765113911326,0.05488599292156224,0.06564336486548525,0.08454763793753618,43082.94,42580.0,42629.34212723182,41012.087710817745,44207.85434733602,42629.34212723182,41083.595038974294,44130.90914463617
2024-02-02 00:00:00+00:00,0.0027134001651212595,-0.0027134001651212595,-6.56755256531721e-05,0.0326436695397986,0.786212353760439,0.0370384229595313,0.06363012969473344,0.07361051698359172,0.12022350592421173,-6.56755256531721e-05,0.0242263215440739,0.03213666409739216,0.05643322461499787,0.07404469627463266,0.09278274656146238,43200.0,43082.94,43080.11059818106,41516.40590484496,44708.58395829945,43080.11059818106,41720.4088936735,44489.969496081954
2024-02-03 00:00:00+00:00,-0.004382505832045197,0.004382505832045197,0.0013483501147089475,0.032110179805487915,0.861138938430236,0.03355134618174122,0.05971020530742965,0.07111536567405995,0.11403765208951597,0.0013483501147089475,0.0226932076401664,0.02983654072690337,0.05098842034570814,0.05805703810772849,0.0965245997054989,43011.09,43200.0,43258.2880124487,41774.627142530284,44674.00734978677,43258.2880124487,41930.10035288683,44508.35996798447
2024-02-04 00:00:00+00:00,-0.010005694851545816,0.010005694851545816,0.0013939141389226572,0.03158792042259631,0.9029854159833776,0.03256202005288825,0.062032866501211724,0.07037266767534885,0.13021113409376764,0.0013939141389226572,0.021512529433470755,0.033648287133340456,0.05519809059133822,0.06781762846843216,0.1052041190180554,42582.88,43011.09,43071.085571104624,41633.11854342854,44434.66950616171,43071.085571104624,41587.91841145054,44482.96365029767
2024-02-05 00:00:00+00:00,0.002950351987088814,-0.002950351987088814,0.0012670063762244188,0.031191392302724733,0.9114672950297895,0.03172799602301634,0.059155393815214966,0.06912790075994611,0.11868139562231042,0.0012670063762244188,0.02138073562668924,0.026697082858751973,0.054702673335191604,0.0593701740915753,0.12911531539776794,42708.7,42582.88,42636.86697417612,41253.01902318756,43955.61129902217,42636.86697417612,41461.082314992345,43735.0297640134
2024-02-06 00:00:00+00:00,0.009095988310426472,-0.009095988310426472,0.0003576835751732564,0.03066520211495452,0.941791427677409,0.03131463703138353,0.056450672734081976,0.06599463171789506,0.10848381794591372,0.0003576835751732564,0.02005777776187811,0.028306958951173408,0.045425726767054996,0.055179190856574314,0.0724049490414645,43098.95,42708.7,42723.97893285577,41392.015897780555,44067.267953185255,42723.97893285577,41516.69716325641,43934.926916689474
2024-02-07 00:00:00+00:00,0.028605054685199374,-0.028605054685199374,0.0006340012213963867,0.030257316984028303,0.9496360969624142,0.029527753068360862,0.054340499186110364,0.0632215586749568,0.10646462733256952,0.0006340012213963867,0.019548007811801656,0.028364637095995827,0.049312900374423096,0.04930247682716485,0.10177643656351854,44349.6,43098.95,43126.283450745905,41844.940007318044,44390.54018903236,43126.283450745905,41893.63884110878,44338.938857700276
2024-02-08 00:00:00+00:00,0.02095275967005496,-0.02095275967005496,2.8214162194495937e-05,0.030782668815589224,0.8954879307273191,0.032742334485722335,0.05971529794329953,0.06948917981296762,0.11787095706761487,2.8214162194495937e-05,0.021738749425515024,0.03329177867878695,0.05174179420062435,0.05776979324018995,0.08966637724670212,45288.65,44349.6,44350.85130445983,42921.00594074578,45825.74375995214,44350.85130445983,42897.429720772845,45850.92936716313
2024-02-09 00:00:00+00:00,0.039912063594217916,-0.039912063594217916,0.0012865327853446836,0.03080226826790311,0.8480801829234617,0.03241082789132691,0.05609029384427378,0.06666313071171334,0.1040402223210305,0.0012865327853446836,0.02283687785888808,0.03237583214011548,0.05065373868207633,0.058963540030034026,0.08537536478389415,47132.77,45288.65,45346.95282923791,43844.33944044129,46780.53871945519,45346.95282923791,43845.873832884834,46778.90162800641
