mean,std,min,max,skewness,kurtosis,jb_stat,jb_pvalue
0.000983781525297897,0.03906276446721753,-0.5026069427414592,0.20295221522828027,-1.0295693088205216,17.721386145734094,21423.841768239385,0.0
